,UtcDatetime,FFT_Base_Price,Price_Expected,Price_P10,Price_P90,MWh_Estimate,P10,Expected,P90
0,2023-04-01 23:00:00,28.729931455947863,79.6372496595872,64.46587442326114,99.3820141310948,8.797253787878788,567.1226579589523,700.5890962240521,874.288800261797
1,2023-04-02 00:00:00,29.590724102890473,80.46734298797668,65.28290406493073,100.75754221451783,7.592045454545454,495.63077506568436,610.9117255712184,764.9558403809018
2,2023-04-02 01:00:00,32.823481993061755,78.59995858288897,64.61671532192827,96.21633673060617,6.304782196969697,407.39431638835237,495.5556195559539,606.6230468767674
3,2023-04-02 02:00:00,39.38503996034715,80.24646290385715,66.71592817456413,95.65212843266335,6.3008522727272736,420.3672076658119,505.62110816609317,602.6899308261479
4,2023-04-02 03:00:00,41.21927951143711,79.08416258117674,66.2543619182412,88.96282131078726,5.007149621212122,331.74550318257224,395.98623471221697,445.4501570282701
5,2023-04-02 04:00:00,35.00018208486809,85.87680096995429,70.70757867202471,104.84429966281341,5.799810606060607,410.09056471087365,498.0691810800967,608.0770811693817
6,2023-04-02 05:00:00,20.075428775819812,92.76011824640808,72.34547172244679,109.11733868682471,8.57566287878788,620.4103762985851,795.479502677696,935.7535108087272
7,2023-04-02 06:00:00,7.330501278319488,101.85149643662281,78.80771698528282,142.67587800670947,8.62064393939394,679.3732678066513,878.0254854745759,1229.9579430362492
8,2023-04-02 07:00:00,0.005894661363415554,96.61788255092594,71.20290148261793,136.72428524124436,7.003409090909091,498.66304754247085,676.6545570015417,957.5361022065784
9,2023-04-02 08:00:00,2.5265384887984728,112.93901248141447,80.95279373485252,164.17099927441836,7.91908143939394,641.0717663327566,894.3732375250498,1300.0835132408024
10,2023-04-02 09:00:00,0.13139594879269711,116.67791262724846,76.73317038925008,163.34333663159845,6.939914772727274,532.5216627425557,809.7347694928237,1133.5888349161942
11,2023-04-02 10:00:00,1.4657799246174443,118.01229660307321,83.63083870497361,163.20623122146824,5.523200757575758,461.9099116920063,651.805606001349,901.4207799234977
12,2023-04-02 11:00:00,3.5231870024824783,113.97804865831122,81.91643409409659,156.69051177814785,6.695785984848486,548.4949113360167,763.1726207866991,1049.166132722859
13,2023-04-02 12:00:00,4.60131964586577,89.50642588378679,65.05133249410295,120.04936998698912,7.14247159090909,464.6272942899117,639.2971040787572,857.4492146386042
14,2023-04-02 13:00:00,8.84804861960566,84.92885831152319,63.52576649640815,116.79702792670733,8.291003787878788,526.6923706496234,704.1454859610596,968.3646009533151
15,2023-04-02 14:00:00,8.567178351733528,93.34731060505848,69.03240782508708,123.97740289223316,8.82253787878788,609.0410329007636,823.560183696106,1093.7953331304732
16,2023-04-02 15:00:00,3.564446594905608,106.29171092897741,81.08183104404046,146.08047675794012,9.677509469696972,784.6701877490714,1028.639039065472,1413.6951971628139
17,2023-04-02 16:00:00,33.697701152919535,130.45300199444884,105.2186798651559,169.50158787541878,8.821448863636364,928.181203929798,1150.784486201883,1495.2495897481724
18,2023-04-02 17:00:00,48.06136082522846,144.48820220722365,119.5385765321918,184.87574191634033,8.081344696969698,966.0324415417346,1167.6589666820323,1494.0445965339554
19,2023-04-02 18:00:00,33.283819522246986,143.696293514863,111.6770666138611,186.45114429791238,8.131770833333334,908.1323130428195,1168.5053284622688,1516.1779770433886
20,2023-04-02 19:00:00,14.815357101038142,131.31948611628113,96.26815200331679,176.72871074054365,8.548626893939394,822.9605132453994,1122.6012907119418,1510.7878095678473
21,2023-04-02 20:00:00,0.6449277488836251,95.08333658580365,70.94828039833534,135.95247867664992,8.564109848484849,607.6088668924483,814.3041392812808,1164.311961560624
22,2023-04-02 21:00:00,7.441857646478239,81.06090289963589,61.311469313216094,115.31136907847693,10.420217803030305,638.8788640675206,844.6722635244968,1201.5695809633435
23,2023-04-02 22:00:00,6.995017432543421,101.41710348010633,78.47223313950676,142.2277984150526,10.688683712121213,838.7648802120243,1084.0153420983243,1520.227952329832
24,2023-04-02 23:00:00,10.112817464267655,59.67466089436139,42.010927709286804,73.55551084757057,8.604829545454546,361.49687198482616,513.4902851787818,632.9326329721777
25,2023-04-03 00:00:00,8.608719833804528,58.04558927930219,40.22662119311486,71.905584060118,9.982765151515153,401.5729122098279,579.4554858565795,717.8165587546895
26,2023-04-03 01:00:00,8.570367944330071,52.31476375970735,39.1593267899056,65.0748882604451,8.70506628787879,340.884535494836,455.4034863629715,566.48121598348
27,2023-04-03 02:00:00,23.84204341944952,63.08033558282766,51.942176030576206,72.43773283871715,8.704782196969697,452.1453291828259,549.1005821602723,630.5546872033123
28,2023-04-03 03:00:00,20.866110369531143,57.968108472089995,45.901192776335236,68.52711120913658,7.310984848484848,335.5829249151691,423.8039627347761,501.0006717604337
29,2023-04-03 04:00:00,14.09788651863215,63.57714362734258,45.9959967636513,77.49074125617656,8.004545454545456,368.1770468217725,508.90613603522866,620.2781606914862
30,2023-04-03 05:00:00,3.703552977273475,76.48715155860215,55.97359592390045,92.85805863415926,6.718702651515152,376.06994734874763,513.8944279836215,623.8856847598753
31,2023-04-03 06:00:00,7.151446559276488,101.54746773298375,78.66190463501762,144.05730837062623,6.752083333333333,531.1317352543585,685.656964422084,972.6869508941659
32,2023-04-03 07:00:00,13.411961249881472,109.7964149686639,84.90439358196119,150.23835518612813,6.521780303030303,553.7278017035669,716.0680964859737,979.821545612561
33,2023-04-03 08:00:00,14.700869197773644,125.15573085360239,93.4073333295365,176.53475496217607,7.321638257575758,683.8947052436656,916.34498717259,1292.5236157228303
34,2023-04-03 09:00:00,10.964053097842653,126.44950143155694,94.04050717792597,173.48244703121873,7.5039772727272736,705.6778285789026,948.8741848900981,1301.8083397393784
35,2023-04-03 10:00:00,8.43318587546027,124.97970255391603,90.28502761566772,170.25505879472792,8.24502840909091,744.4026176067376,1030.4611981167693,1403.757796553975
36,2023-04-03 11:00:00,5.097978998734286,115.51045299135028,83.4912260903484,166.9198519180019,9.630634469696972,804.0734799029725,1112.4389501888097,1607.5440795582233
37,2023-04-03 12:00:00,4.964979137165037,89.74511139048998,64.71794473244101,120.45467155276764,9.713210227272729,628.6190026632173,871.7131338058375,1170.00154764912
38,2023-04-03 13:00:00,4.020559076689349,77.639604329847,57.890170743427205,111.89007050868804,8.844034090909092,511.98264358341834,686.6473074978601,989.5595980130591
39,2023-04-03 14:00:00,1.8165474374026707,86.63906735394039,62.281776910756214,117.2267719779023,9.092424242424244,566.2923382446183,787.7591563499944,1065.875543393018
40,2023-04-03 15:00:00,11.149569045779229,111.24051126442822,81.81915054186894,153.67808958020626,9.468844696969697,774.7328297189409,1053.319125174379,1455.1539635619702
41,2023-04-03 16:00:00,38.57861495657492,135.0880426599534,110.05583066353825,175.44283469344526,9.508996212121215,1046.520476901439,1284.5516859563659,1668.2852505437795
42,2023-04-03 17:00:00,51.91388981616109,148.2983435349435,123.1108966374156,188.63228039604203,10.60842803030303,1306.0130867240987,1573.2123044036027,2001.0919707733528
43,2023-04-03 18:00:00,36.73384187743639,147.14631587005238,115.16009712349043,198.37830266305627,8.907102272727274,1025.7427628161352,1310.6472845095889,1766.9758305098876
44,2023-04-03 19:00:00,16.201124865024592,132.74764154348034,91.30709162867161,178.035010629427,10.031344696969697,915.9329094050012,1331.6373500324257,1785.9305597524462
45,2023-04-03 20:00:00,0.6543613293276863,95.0927701662477,72.1467936614074,137.49324563696686,10.3485321969697,746.6134171132039,984.0705937644541,1422.8532793400152
46,2023-04-03 21:00:00,7.2280132457650215,79.9290255057104,61.08240828738651,115.0855118326289,9.794034090909092,598.2431891214915,782.82760065607,1127.151426258489
47,2023-04-03 22:00:00,5.438739030124329,99.95973418842765,76.91595473708766,142.3029587669947,9.150946969696971,703.8538229227017,914.7262266633066,1302.2068293077432
48,2023-04-03 23:00:00,9.165279589720418,54.941756179547646,40.26146566562574,72.64961504750264,11.600378787878789,467.04825227643505,637.3451829540329,842.7630533446093
49,2023-04-04 00:00:00,5.24227892534131,51.018755515168536,37.05072887932419,68.74217783915769,10.064772727272729,372.90716555019816,513.4921790884634,691.874396728886
50,2023-04-04 01:00:00,6.268911317521247,47.97686726986434,34.312063409815785,62.55156324587162,9.003551136363638,308.93041750442814,431.96217782675456,563.1861983436894
51,2023-04-04 02:00:00,19.695151725508364,58.64549059509454,45.06388359388478,63.437178326370415,10.895123106060609,490.9765593925597,638.9498396488747,691.1558673669256
52,2023-04-04 03:00:00,23.27218775823367,58.913646874514,46.622736449117085,70.90868538131184,7.741287878787878,360.92002454947186,456.06750044486455,548.9245466431325
53,2023-04-04 04:00:00,17.35678220716612,63.133258796993346,49.15001553603264,80.74963694471053,6.530255681818182,320.96216821562905,412.2763219707635,527.3157754629514
54,2023-04-04 05:00:00,2.3400233379373847,74.99864793466999,53.92823565671952,91.53617106930243,9.5296875,513.9192332348943,714.7136777399254,872.311105236993
55,2023-04-04 06:00:00,8.483045916026766,102.92145475294679,78.8433790843106,145.3094398522734,9.520691287878789,750.6434723549206,979.8833976021914,1383.4463180480864
56,2023-04-04 07:00:00,14.402487032933212,110.8293284149284,85.89491936501292,151.22888096917987,10.194318181818183,875.640138208558,1129.8294377390032,1541.675330880128
57,2023-04-04 08:00:00,15.744780828305167,126.19964248413392,94.13802791991928,177.5911569641001,10.112263257575757,951.9485208752404,1276.164007811504,1795.8485314384384
58,2023-04-04 09:00:00,12.852254802012274,130.0059045164346,94.70409654221972,174.7239663670384,11.258191287878788,1066.1968346180497,1463.6313415997256,1967.075835937018
59,2023-04-04 10:00:00,10.140766996522093,126.64489601176508,91.71239985102078,171.52175413841945,15.502320075757577,1421.7549774063857,1963.2897139354166,2658.9851326091753
60,2023-04-04 11:00:00,6.131345478283929,116.54381947089992,84.55760072433797,167.7758062639038,14.791051136363638,1250.695796281902,1723.805593421213,2481.58052989404
61,2023-04-04 12:00:00,4.1583059921686285,88.98082590870635,63.49143630172632,119.56853053266826,15.67471590909091,995.2102266897016,1394.749167475248,1874.2027477670374
62,2023-04-04 13:00:00,2.445353307545044,75.13004277813332,56.314964974282894,110.3273551109362,17.840340909090905,1004.6781734247205,1340.3455756764815,1968.2776267774345
63,2023-04-04 14:00:00,1.2407615028043733,86.06328141934209,61.690774351041554,116.63897319816918,19.98011363636364,1232.5886818490776,1719.5541426767984,2330.4599389281934
64,2023-04-04 15:00:00,17.62037786824881,117.81022919763818,92.83741516884983,159.4802657732759,22.022395833333338,2044.5023049919157,2594.4635006061126,3512.1375404642845
65,2023-04-04 16:00:00,43.49350311316753,139.87795683194994,114.27367156716966,180.39936492451727,23.726183712121216,2711.27812506127,3318.7701010710052,4280.188473749093
66,2023-04-04 17:00:00,52.01761984842677,148.4020735672092,123.51005218050648,188.84401378467342,20.25056818181818,2501.148732821268,3005.2263090959673,3824.198576874742
67,2023-04-04 18:00:00,34.358212533468944,144.8130741892977,113.0646766652318,196.19209829787138,23.28063446969697,2632.2174088777383,3371.340246634149,4567.4765263156005
68,2023-04-04 19:00:00,14.668908298832992,131.31635026604278,96.86251345934583,177.18730223220908,22.43963068181818,2173.559028940363,2946.6904024542764,3976.0176235984695
69,2023-04-04 20:00:00,2.2363922899925424,96.91009421995837,73.71360799695587,139.05077338110442,22.298342803030305,1643.691300364318,2160.9345019905973,3100.6018118783477
70,2023-04-04 21:00:00,9.407695605583486,82.06632020231609,61.67773855221046,98.51236261671073,26.957291666666666,1662.6647874923483,2212.285729703894,2655.6264918311012
71,2023-04-04 22:00:00,10.398930358031341,104.79495153173859,81.92460505888884,147.3047921693811,25.8595643939394,2118.5345999683896,2709.9517972947524,3809.237758639971
72,2023-04-04 23:00:00,10.395437068533788,54.182220547123826,41.32158531865028,67.18441369456858,31.37495265151515,1296.462782858196,1699.9646042199615,2107.9077985868953
73,2023-04-05 00:00:00,5.5433423035658,49.33012578215584,36.41251003485015,62.33231892960058,29.575804924242423,1076.9292935927476,1458.9781770213829,1843.5285051375301
74,2023-04-05 01:00:00,12.606239762004499,53.20408810388553,40.63417522918268,63.79516639301698,29.364678030303033,1193.2094726318644,1562.3209170664743,1873.324521020552
75,2023-04-05 02:00:00,25.758524512809036,64.39228615249526,52.399497056688006,73.8508061144891,27.36330492424242,1433.8234158390972,1761.9857607598005,2020.802126611872
76,2023-04-05 03:00:00,28.557429498599095,62.962788897443076,51.45842473621481,75.93306140886139,23.67703598484849,1218.3829742029757,1490.7722184311788,1797.8698274173214
77,2023-04-05 04:00:00,20.96519932661461,64.70959514199188,51.554158172190135,77.46971964272964,29.819460227272728,1537.317169166151,1929.6051986595476,2310.1052237043455
78,2023-04-05 05:00:00,4.68137070110092,77.38238296104629,57.023610791676404,93.79805055736298,29.61500946969697,1688.754773591811,2291.6800041791034,2777.83015549542
79,2023-04-05 06:00:00,5.821412084221633,100.24349813178455,77.31384441630135,142.57303607521118,32.6653409090909,2525.4830848508977,3274.488040394559,4657.196827840889
80,2023-04-05 07:00:00,12.286943821150917,108.7137852031461,83.76415952811425,149.10132491226278,26.288304924242425,2202.017767397954,2857.901134888899,3919.6210939021075
81,2023-04-05 08:00:00,12.55534482296116,123.09279280017319,90.94859191457527,174.3772177422288,23.375946969696972,2126.0094615637227,2877.4105968487456,4076.2325946656424
82,2023-04-05 09:00:00,10.097837765084567,126.60196678032756,91.5506326673632,172.01119140459008,25.638920454545456,2347.2593885218357,3245.9377556698246,4410.1812537138785
83,2023-04-05 10:00:00,6.81340669802305,123.31753571326604,88.9784654783792,168.64729246242547,29.680681818181817,2640.941522533848,3660.148540107722,5005.5666270751035
84,2023-04-05 11:00:00,3.427085917172961,113.88194757300171,82.13355004893582,165.2609716815754,32.566240530303034,2674.7809465013265,3708.7068967217338,5381.928554053783
85,2023-04-05 12:00:00,0.9986858009249943,85.92213100621672,61.492461654435196,115.88216205980939,36.5875946969697,2249.861263931426,3143.6841047553908,4239.849578052866
86,2023-04-05 13:00:00,1.3765540563618364,74.31285940935302,53.646597002988806,90.48122106748909,39.69592803030302,2129.5514537013137,2949.9179188397043,3591.7360395889846
87,2023-04-05 14:00:00,3.4483904898677147,88.22852274319267,63.89840333810489,118.84660218523253,38.87125946969697,2483.8114158548265,3429.5538001787027,4619.717110634029
88,2023-04-05 15:00:00,11.852870656487635,111.91774800128097,87.45419096829296,154.44836869462523,38.11458333333334,3333.28004951025,4265.698332673825,5886.735219308686
89,2023-04-05 16:00:00,39.37717546763578,135.80401684963095,109.73750863591961,176.20356940388245,39.028361742424245,4282.875183755075,5300.208295681674,6876.936647001081
90,2023-04-05 17:00:00,49.25143914210209,145.6782805240973,120.74387147418182,185.98439861079714,35.50890151515152,4287.482240734836,5172.875716026787,6604.101693625479
91,2023-04-05 18:00:00,31.72530467671733,142.1801663325461,110.11855176833144,193.57168081251228,34.08257575757576,3753.1238829586846,4845.866290253724,6597.421475813724
92,2023-04-05 19:00:00,14.358791378416386,131.83606843418488,100.27917446577666,167.25433811299104,34.08745265151515,3418.261611535189,4493.955740512189,5701.274331187088
93,2023-04-05 20:00:00,1.4440296210410706,95.84005079474832,72.64103644229559,138.18692341744932,35.48375946969698,2577.5770647479094,3400.76530996439,4903.391552402209
94,2023-04-05 21:00:00,6.600256852068338,79.25888144880095,58.60530753810286,95.52751172954784,37.24332386363636,2182.6564487695746,2951.864190867254,3557.7620572308715
95,2023-04-05 22:00:00,4.555740353137069,98.99414919005709,74.9160735214209,141.38213428938374,36.03271780303031,2699.4297361084305,3567.028241916408,5094.382547239499
96,2023-04-05 23:00:00,7.366933783339988,49.05856694632598,35.41008587563453,63.479784435296025,36.25213068181819,1283.6910606179074,1778.4775800009356,2301.2774410019997
97,2023-04-06 00:00:00,7.680766175530823,49.38872212787392,35.708701642709,63.85637392760921,34.63352272727273,1236.718129904163,1710.5054302866788,2211.5711777030792
98,2023-04-06 01:00:00,9.994765717991335,49.27325653954001,38.02270118516952,58.48341096098698,35.80113636363636,1361.2559100440517,1764.0385764525088,2093.7725708248804
99,2023-04-06 02:00:00,19.553576575555464,57.57543898041391,43.876395104282,67.28155491887145,37.77897727272728,1657.6053334538722,2175.1412007083536,2541.828334153797
100,2023-04-06 03:00:00,24.736286942428375,58.63053411328802,45.314581605777335,72.29045032366633,36.65108901515152,1660.8287641176928,2148.872924791997,2649.523729758084
101,2023-04-06 04:00:00,17.999281771972015,59.707237724315114,46.042433864266556,74.28193370032238,34.041287878787884,1567.34374581355,2032.5112678206347,2528.6526892857096
102,2023-04-06 05:00:00,4.643072470739006,77.99338571404452,56.956878422639,91.54076378071134,33.5795928030303,1912.5887847639206,2618.986133607296,3073.9015726346715
103,2023-04-06 06:00:00,7.9418763356892645,102.46287149399258,79.4190920426526,144.75625742680114,32.34815340909091,2569.0609730064375,3314.48468582364,4682.597622168019
